,Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),Total time (s),RUL
817,845,1243.44,334,3.842,3.641,1988.375,2780.38,7944.94,9203,263
818,846,1241,333.3333333,3.841,3.642,1970.375,2744.38,7922,9177.69,262
819,847,1237.56,334,3.84,3.643,1962.598714,2744.31,7900.25,9152.5,261
820,848,1236.38,333.3333333,3.839,3.643,1952.375,2708.38,7895.12,9146.12,260
821,849,1233.31,331.3333333,3.84,3.643,1952.25,2708.25,7937.75,9185.75,259
822,850,1232.56,331.3333333,3.839,3.644,1940.375,2708.38,7908.75,9156.07,258
823,851,1236.25,332,3.84,3.644,1940.25,2708.25,7896.94,9147.75,257
824,852,1236.62,332,3.84,3.643,1952.25,2708.25,7888.19,9139.43,256
825,853,1236.31,333.3333333,3.84,3.644,1952.375,2708.38,7907.06,9158.13,255
826,854,1235.38,331.3333333,3.839,3.644,1947.232143,2708.38,7865.5,9115.44,254
827,855,1235.38,333.3333333,3.84,3.643,1952.312,2708.31,7829.81,9079.75,253
828,856,1230.88,332,3.838,3.644,1952.25,2708.25,7848.44,9094.06,252
829,857,1230.56,331.3333333,3.838,3.645,1940.375,2708.38,7907.81,9153,251
830,858,1228.44,332,3.837,3.644,1934.375,2708.38,7903.88,9147,250
831,859,1222.12,328,3.836,3.645,1931.803571,2708.38,7891.69,9128.5,249
832,860,1217,328.6666667,3.835,3.645,1910.313,2672.31,7864.88,9096.56,248
833,861,1217.06,339.5625,3.835,3.93,1659.375,2527,8364.31,52785.38,247
834,862,1224.69,332,3.835,3.923,1676.25,2528.25,8222.94,9472.93,246
835,863,1218.94,328.8,3.834,3.648,1922.312,2708.31,7921.25,9154.88,245
836,864,1218.06,328.6666667,3.834,3.649,1910.375,2672.38,7878.56,9111.31,244
837,865,1218.12,328,3.836,3.647,1910.25,2672.25,7892.88,9125.63,243
838,866,1217,328,3.836,3.647,1905.964286,2672.25,7878.62,9110.25,242
839,867,1211.62,326.8,3.835,3.648,1904.375,2672.38,7831.81,9058.06,241
840,868,1210.06,327.4285714,3.835,3.649,1886.312,2636.31,7821.25,9045.94,240
841,869,1208.19,326,3.834,3.65,1880.5,2636.5,7803.88,9026.75,239
842,870,1210.44,327.2,3.834,3.649,1874.375,2636.38,7824.88,9049.87,238
843,871,1205.5,325.3333333,3.834,3.648,1880.375,2636.38,7830.88,9050.94,237
844,872,1203.12,324.6666667,3.833,3.65,1868.312,2636.31,7792.19,9010,236
845,873,1202.69,323.5811,3.832,3.651,1862.313,2636.31,7817.69,9035.12,235
846,874,1202.62,323.6,3.833,3.65,1859.740571,2600.31,7796.06,9013.32,234
847,875,1203.62,323.6,3.833,3.65,1859.741571,2600.31,7795.94,9014.25,233
848,876,1203.94,324.6666667,3.833,3.649,1862.375,2636.38,7810.06,9028.5,232
849,877,1203.75,325.6,3.833,3.65,1862.313,2636.31,7832.75,9051.12,231
850,878,1203.5,325.6,3.833,3.65,1862.375,2636.38,7834,9052.06,230
851,879,1201.69,324,3.833,3.65,1862.25,2636.25,7836.69,9052.94,229
852,880,1199.75,322.8,3.832,3.651,1856.375,2600.38,7815.75,9030.13,228
853,881,1199,322.8,3.832,3.651,1854.660714,2600.38,7820.31,9033.93,227
854,882,1196.62,321.3333333,3.832,3.652,1850.25,2600.25,7816.44,9027.75,226
855,883,1192.38,322,3.831,3.652,1838.313,2600.31,7859.75,9066.94,225
856,884,1190.5,320.4,3.829,3.653,1826.312,2564.31,7848.69,9053.94,224
857,889,1215.42,329.3333333,3.825,3.652,1928.373333,2672.35,7597.76,8827.97,219
858,890,1210.65,326.4,3.828,3.651,1910.352,2672.35,7710.53,8935.94,218
859,891,1205.63,324.3776,3.828,3.652,1895.651571,2636.22,7719.39,8939.81,217
860,892,1204.57,325.2,3.828,3.652,1885.462857,2636.32,7768.1,8987.42,216
861,893,1203.23,324,3.829,3.653,1874.387,2636.39,7831.2,9049.09,215
862,894,1199.55,324,3.828,3.651,1870.034286,2636.32,7814.56,9028.77,214
863,895,1199.39,324,3.829,3.652,1859.780571,2600.35,7820.35,9069.82,213
864,896,1199.05,323.2,3.83,3.652,1856.387,2600.39,7835.9,9049.67,212
865,897,1195.23,322.4,3.829,3.652,1854.668714,2600.38,7867.74,9077.56,211
866,898,1197.09,323.3333333,3.828,3.653,1844.32,2600.32,7867.55,9079.23,210
867,899,1196.99,322.4,3.83,3.653,1850.258,2600.26,7824.99,9036.71,209
868,900,1194.4,321.6,3.829,3.653,1850.351,2600.35,7805.57,9014.62,208
869,901,1193.41,319.8857143,3.829,3.653,1849.400857,2600.26,7824.93,9032.96,207
870,902,1194.34,322.6666667,3.828,3.654,1844.321,2600.32,7805.6,9014.72,206
871,903,1196.77,322.4,3.829,3.652,1849.525857,2600.38,7861.3,9072.64,205
872,904,1196.42,321.2,3.83,3.653,1850.343,2600.34,7903.3,9114.41,204
873,905,35.27,42.10526316,3.125,3.652,96.25699995,8,8,58.26,203
874,906,1195.03,321.2,3.831,3.65,1952.312,2708.34,8065.88,9275.58,202
875,907,1187.64,320,3.828,3.652,1844.25,2600.25,7889.62,9091.94,201
876,908,1186.44,320,3.828,3.654,1823.678571,2564.25,7878.56,9079.72,200
877,909,1182.59,327.5935,3.826,3.934,1568.461,2436.45,8352.61,52739.3,199
878,910,192352.25,171688.7905,4.233,3.341,56580.004,68109.96,68109.96,206903.17,198
879,911,1192.77,324.4,3.818,3.594,2816.352,3968.35,11843.14,13060.64,197
880,912,1194.53,321.967,3.82,3.663,1862.32,2600.32,8173.25,9382.46,196
881,913,1196.8,322.4,3.823,3.662,1875.177143,2636.32,7960.29,9171.81,195
882,914,1198.75,322.8,3.825,3.661,1880.32,2636.32,7939.17,9152.51,194
883,915,1199.87,322.4,3.825,3.662,1880.351,2636.35,7901.7,9116.42,193
884,916,1201.82,322.4,3.825,3.661,1885.400857,2636.26,7922.21,9138.75,192
885,917,1201.02,321.2,3.825,3.66,1885.365857,2636.22,7886.43,9102.2,191
886,918,1200.25,321.2,3.826,3.66,1880.382,2636.38,7903.65,9118.72,190
887,919,1199.3,321.2,3.825,3.66,1875.209143,2636.35,7871.16,9085.22,189
888,920,1198.91,321.2,3.825,3.659,1874.352,2636.35,7895.36,9108.99,188
889,921,1193.09,319.6,3.824,3.659,1870.003286,2600.29,7892.09,9099.81,187
890,922,1192.52,320.4,3.825,3.66,1850.282,2600.28,7911.93,9119.14,186
891,923,1190.78,320.4,3.825,3.66,1849.400857,2600.26,7916.29,9121.69,185
892,924,1188.9,318.392,3.825,3.661,1844.351,2600.35,7909.77,9113.57,184
893,925,1186.02,317.6,3.825,3.659,1839.186143,2564.33,7869.58,9070.24,183
894,926,1184.77,316.8,3.824,3.661,1828.884429,2564.31,7909.44,9108.86,182
895,927,1186.55,317.6,3.825,3.662,1823.787571,2564.36,7883.39,9084.64,181
896,928,1184.34,317.6,3.825,3.66,1828.821429,2564.25,7955.05,9153.95,180
897,929,1182.23,316.8,3.823,3.66,1820.312,2564.31,7864.34,9061.28,179
898,930,1176.2,315.2571429,3.821,3.66,1818.629714,2564.34,7887.33,9078.19,178
899,931,1173.47,315.6,3.821,3.662,1802.25,2528.25,7875.33,9063.49,177
900,932,1172.8,313.6,3.821,3.663,1792.805429,2528.23,7866.83,9054.39,176
901,933,1172.2,314.8,3.821,3.661,1792.902143,2528.34,7898.72,9085.54,175
902,934,1175.11,324,3.82,3.937,1533.375,2380,8401.78,52780.99,174
903,935,1185.47,318.8,3.822,3.929,1568.375,2420.38,8322.59,9533.15,173
904,936,1179.44,316.4,3.82,3.66,1832.313,2564.31,7965.34,9159.5,172
905,937,1176,315.2571429,3.821,3.66,1814.375,2564.38,7900.31,9090.94,171
906,938,1172.62,314.8,3.82,3.663,1808.375,2528.38,7903.03,9092.38,170
907,939,1172.31,313.6,3.821,3.661,1792.915429,2528.34,7888.75,9075.75,169
908,940,1171.47,314.2285714,3.82,3.662,1792.915429,2528.34,7818.97,9005.09,168
909,941,1166.41,313.7142857,3.82,3.661,1790.5,2528.5,7896,9077.09,167
910,942,1166,313.7142857,3.82,3.662,1777.517857,2492.38,7837.25,9017.94,166
911,943,1162.34,311.2,3.819,3.662,1772.344,2492.34,7843.81,9020.85,165
912,944,1162.59,311.3766234,3.82,3.663,1762.089286,2492.38,7846.53,9023.71,164
913,945,1160.34,311.2,3.819,3.663,1766.344,2492.34,7790.44,8965.5,163
914,946,1160.06,310.7532468,3.818,3.663,1760.438,2492.44,7819.44,8994.16,162
915,947,1162,311.0909091,3.819,3.663,1760.344,2492.34,7872,9048.59,161
916,948,1164.38,312,3.82,3.662,1762.089286,2492.38,7854.97,9033.97,160
917,949,1158.12,310.1298701,3.818,3.662,1772.312,2492.31,7819.03,8991.85,159
918,950,1157.62,309.6,3.818,3.663,1754.218,2492.22,7793.34,8965.62,158
919,951,1158.25,309.2727273,3.818,3.664,1754.344,2492.34,7786.66,8959.69,157
920,952,1156.5,309.5064935,3.817,3.662,1754.344,2492.34,7787.81,8959,156
921,953,1153.53,308.2285714,3.817,3.663,1751.709571,2492.28,7750.44,8918.65,155
922,954,1153.91,308.8831169,3.816,3.664,1746.629714,2456.34,7774.88,8943.57,154
923,955,1153.41,308.3636364,3.816,3.664,1742.281,2456.28,7775.06,8943.28,153
924,956,1152.06,307.2727273,3.818,3.665,1742.344,2456.34,7841.69,9008.5,152
925,957,1146.44,306.5454545,3.816,3.664,1736.375,2456.38,7809.97,8971.09,151
926,958,1158.41,315.6245,3.815,3.939,1452.8285,2289,8443.94,52806.5,150
927,959,1155.69,310.3636364,3.815,3.932,1502.375,2348.38,8305.31,9486.25,149
928,960,1150.56,307.4545455,3.816,3.665,1748.313,2492.31,7923.31,9088.63,148
929,961,1147.94,307.4545455,3.816,3.666,1736.438,2456.44,7828.12,8990.81,147
930,962,1146.94,305.4545455,3.816,3.666,1730.375,2456.38,7849.94,9011.56,146
931,963,1144.75,306.4,3.815,3.666,1726.027286,2456.31,7870.69,9030.07,145
932,964,1143.75,306.7272727,3.814,3.666,1720.883429,2456.31,7825.44,8983.87,144
933,965,1142.12,304.7272727,3.814,3.666,1715.678571,2456.25,7825,8981.87,143
934,966,1144.94,306.5454545,3.816,3.686,1710.598714,2420.31,7829.88,8992.13,142
935,967,1138.06,304.6753247,3.814,3.665,1718.312,2456.31,7813.38,8966.06,141
936,968,1135.06,302.961039,3.814,3.667,1700.313,2420.31,7820.25,8970,140
937,969,1136.56,302.7272727,3.815,3.667,1690.026286,2420.31,7793.38,8944.63,139
938,970,1134.12,302.961039,3.814,3.666,1690.152286,2420.44,7792.12,8940.87,138
939,971,1133.25,302.961039,3.814,3.667,1684.883429,2420.31,7775.31,8923.13,137
940,972,1135.12,302.7272727,3.815,3.668,1684.946429,2420.38,7752.75,8902.68,136
941,973,1135.06,302.961039,3.815,3.667,1690.089286,2420.38,7770.44,8920.19,135
942,974,1135,302.7272727,3.815,3.667,1690.027286,2420.31,7797.31,8947,134
943,975,1134.81,302.4,3.816,3.668,1694.313,2420.31,7789.44,8939.13,133
944,976,1133.81,300.7272727,3.814,3.666,1690.089286,2420.38,7847.25,8995.68,132
945,977,1132,301.2467532,3.814,3.667,1688.375,2420.38,7804.94,8951.69,131
946,978,1128.81,300.7142857,3.813,3.667,1682.375,2384.38,7767.38,8910.88,130
947,979,1125.62,299.2857143,3.812,3.669,1674.597714,2384.31,7743.81,8884.25,129
948,980,1123.44,299.5714286,3.811,3.668,1669.517857,2384.38,7758.31,8896.31,128
949,981,1124.94,299.5714286,3.811,3.668,1664.375,2384.38,7810.12,8949.69,127
950,982,1123.5,302.375,3.809,3.942,1386.375,2219,8383.25,52711,126
951,983,1131.62,303.4285714,3.811,3.934,1406.312,2240.31,8271.5,9428.44,125
952,984,1126.62,301.0909091,3.811,3.669,1688.375,2420.38,7882.56,9023.93,124
953,985,1125.38,300,3.811,3.67,1674.660714,2384.38,7867.75,9007.94,123
954,986,1123.56,299.5714286,3.811,3.669,1669.517857,2384.38,7805.56,8943.81,122
955,987,1119.69,298.3636364,3.81,3.669,1664.375,2384.38,7830.94,8965.25,121
956,988,1117.5,298.1428571,3.81,3.67,1654.026286,2348.31,7716.12,8848.31,120
957,989,1117.56,298.1428571,3.809,3.671,1652.375,2348.38,7785.19,8917.44,119
958,990,1118,297.1428571,3.809,3.671,1648.883429,2348.31,7787.81,8920.44,118
959,991,1114.12,296.4285714,3.809,3.67,1652.25,2348.25,7763.44,8892.19,117
960,992,1112.81,296,3.809,3.672,1638.597714,2348.31,7833.38,8960.93,116
961,993,1116.06,297.4285714,3.809,3.672,1633.517857,2348.38,7803.88,8934.69,115
962,994,1111.69,295,3.807,3.67,1643.803571,2348.38,7782.81,8909.13,114
963,995,1110.19,295,3.808,3.671,1633.517857,2348.38,7776.62,8901.44,113
964,996,1108.81,295,3.808,3.671,1628.313,2348.31,7777.44,8901,112
965,997,1108.75,293.2857143,3.808,3.673,1628.375,2348.38,7751.5,8875.18,111
966,998,1104.06,292.5714286,3.808,3.674,1628.312,2348.31,7778.81,8897.63,110
967,999,1101.38,292,3.808,3.673,1612.946429,2312.38,7717.19,8833.12,109
968,1000,1100.56,291.8571429,3.807,3.674,1607.741571,2312.31,7767.12,8882.5,108
969,1001,1098.88,292,3.807,3.674,1602.598714,2312.31,7741.88,8855.5,107
970,1002,1097.19,292,3.807,3.674,1597.517857,2312.38,7727.19,8839.07,106
971,1003,1096.38,291.1428571,3.806,3.674,1592.375,2276.38,7765.88,8876.87,105
972,1004,1096.06,290,3.806,3.674,1592.375,2276.38,7736.44,8847.19,104
973,1005,1094.5,290.4285714,3.806,3.674,1592.375,2276.38,7724.31,8833.31,103
974,1006,1103.19,295.25,3.803,3.945,1301.125,2130.62,8384.19,52691.5,102
975,1007,191376.73,6975.008,4.226,3.345,55200,66705.48,66705.48,205927.81,101
976,1008,1101.28,293.0769231,3.797,3.607,2591.384,3752.38,12192.54,13318.56,100
977,1009,1100.61,289.7142857,3.8,3.683,1618.034286,2312.32,8140.38,9255.78,99
978,1010,1101.09,290.4615385,3.801,3.683,1628.224,2312.22,7872.06,8987.84,98
979,1011,1102.27,291.5384615,3.801,3.682,1628.352,2312.35,7872.35,8989.34,97
980,1012,1101.63,290.9010989,3.802,3.682,1628.352,2312.35,7832.09,8948.42,96
981,1013,1101.73,289.978022,3.802,3.681,1623.177143,2312.32,7782.02,8898.43,95
982,1014,1100.89,291.6923077,3.803,3.681,1623.173143,2312.32,7797.72,8913.41,94
983,1015,1100.86,289.0549451,3.803,3.68,1618.034286,2312.32,7814.82,8930.33,93
984,1016,1096.67,289.7142857,3.803,3.68,1618.066286,2312.35,7731.01,8842.56,92
985,1017,1098.18,289.978022,3.803,3.681,1607.749571,2312.32,7808.96,8921.89,91
986,1018,1095.04,289.978022,3.802,3.68,1607.780571,2312.35,7741.41,8851.14,90
987,1019,1094.4,289.6923077,3.802,3.681,1598.352,2312.35,7767.39,8876.47,89
988,1020,1093.98,288.2637363,3.801,3.68,1597.493857,2276.35,7730.91,8839.56,88
989,1021,1091.27,288.2637363,3.802,3.68,1597.493857,2276.35,7729.28,8835.23,87
990,1022,1090.38,287.1428571,3.802,3.681,1587.209143,2276.34,7727.67,8832.78,86
991,1023,1089.41,287.4725275,3.802,3.68,1586.36,2276.36,7737.22,8841.26,85
992,1024,1089.03,286.6153846,3.801,3.681,1582.104286,2276.39,7702.44,8806.16,84
993,1025,1087.58,286.6153846,3.801,3.682,1582.073286,2276.36,7714.31,8816.53,83
994,1026,1084.19,285.5384615,3.801,3.681,1576.930429,2276.36,7700.06,8798.98,82
995,1027,1084.44,284.967033,3.801,3.682,1571.881571,2276.45,7710.44,8809.6,81
996,1028,1082.75,284,3.8,3.681,1571.817286,2276.38,7704.92,8802.34,80
997,1029,1080.77,284.1758242,3.8,3.681,1566.644714,2240.36,7738.8,8834.24,79
998,1030,1080.28,282.4615385,3.8,3.681,1561.485857,2240.34,7687.48,8782.5,78
999,1031,1077.53,283.3846154,3.799,3.681,1561.501857,2240.36,7727.78,8819.97,77
1000,1032,1082.84,283.7965,3.797,3.949,1253.344,2065,8292.89,52580,76
1001,1033,1080,288,3.799,3.941,1297.175,2096.38,8355.34,9465.65,75
1002,1034,1080.94,285.0989011,3.798,3.682,1582.057286,2276.34,7875.88,8976.28,74
1003,1035,1078.34,283.3846154,3.798,3.682,1561.486857,2240.34,7770.62,8863.66,73
1004,1036,1076.44,282.5934066,3.798,3.683,1556.312,2240.31,7763.28,8854.56,72
1005,1037,1075.34,282.3076923,3.798,3.683,1551.170143,2240.31,7750.31,8840.41,71
1006,1038,1074.59,281.1428571,3.798,3.682,1551.201143,2240.34,7754.78,8843.97,70
1007,1039,1073.31,281.2307692,3.798,3.683,1551.201143,2240.34,7719.56,8807.53,69
1008,1040,1068,281.2307692,3.797,3.683,1546.057286,2240.34,7724.19,8812.03,68
1009,1041,1072.81,280.0879121,3.797,3.684,1546.058286,2240.34,7736.97,8825.78,67
1010,1042,1071.31,280.2857143,3.796,3.683,1540.978429,2240.41,7737.25,8823.37,66
1011,1043,1070.41,280.1538462,3.797,3.682,1535.741571,2204.31,7736.72,8821.79,65
1012,1044,1067.75,280.1538462,3.797,3.682,1530.660714,2204.38,7759.16,8841.56,64
1013,1045,1065.25,279.2967033,3.797,3.683,1525.517857,2204.38,7758.72,8838.65,63
1014,1046,1064.84,277.5824176,3.797,3.683,1520.313,2204.31,7710.06,8789.57,62
1015,1047,1066.53,278.3736264,3.798,3.684,1520.344,2204.34,7752.19,8833.5,61
1016,1048,1065.06,278.3736264,3.798,3.683,1520.375,2204.38,7774.06,8853.78,60
1017,1049,1061.34,277.5824176,3.797,3.684,1520.25,2204.25,7740.03,8816.15,59
1018,1050,1058.28,276,3.795,3.684,1508.375,2168.38,7717.69,8790.69,58
1019,1051,1058.56,276,3.796,3.685,1499.772571,2168.34,7725.19,8798.53,57
1020,1052,1057,275.0857143,3.795,3.685,1499.772571,2168.34,7695.94,8767.72,56
1021,1053,1055.69,275.0857143,3.795,3.684,1494.535714,2168.25,7724.09,8794.5,55
1022,1054,1055.78,275.1428571,3.797,3.684,1494.660714,2168.38,7682.28,8752.72,54
1023,1055,1050.03,274.1714286,3.794,3.685,1494.629714,2168.34,7676.41,8741.19,53
1024,1056,1049.19,273.2571429,3.794,3.685,1479.076143,2168.22,7683.78,8747.59,52
1025,1057,1053.41,271.7895,3.791,3.952,1169.344,1967,8405.38,52663,51
1026,1058,1058.12,278.4,3.793,3.945,1202.375,1988.38,8332.62,9415.88,50
1027,1059,1053.25,274.1714286,3.793,3.685,1499.803571,2168.38,7859.06,8927,49
1028,1060,1050.19,274.0571429,3.793,3.686,1489.455857,2168.31,7719.5,8784.37,48
1029,1061,1048.69,272.3428571,3.792,3.686,1484.437,2168.44,7732.69,8796.07,47
1030,1062,1047.38,272.3428571,3.793,3.688,1479.232143,2132.38,7717.69,8779.74,46
1031,1063,1046.75,272.5,3.792,3.688,1474.089286,2132.38,7689.81,8751.32,45
1032,1064,1045.94,271.4285714,3.792,3.686,1474.089286,2132.38,7711,8771.56,44
1033,1065,1045.5,271.4285714,3.792,3.687,1474.089286,2132.38,7689.94,8750.25,43
1034,1066,1044.62,270.5142857,3.791,3.686,1468.946429,2132.38,7717.94,8777.19,42
1035,1067,1043.19,270.5142857,3.792,3.686,1469.009429,2132.44,7721.19,8778.94,41
1036,1068,1040.69,268.8,3.791,3.688,1463.741571,2132.31,7694.5,8749.93,40
1037,1069,1037.81,269.6,3.791,3.687,1458.597714,2132.31,7667.5,8720,39
1038,1070,1039.44,269.6,3.791,3.687,1453.579857,2132.44,7720.94,8775,38
1039,1071,1037.25,268.6526476,3.791,3.687,1453.580857,2132.44,7702.25,8754.07,37
1040,1072,1036.5,266.9714286,3.789,3.689,1453.517857,2132.38,7646.88,8698,36
1041,1073,1035.94,268.6857143,3.79,3.687,1453.392857,2132.25,7644.62,8695.24,35
1042,1074,1032.75,266.9714286,3.791,3.688,1448.375,2096.38,7689.69,8737.13,34
1043,1075,1029.5,266.0571429,3.79,3.689,1438.026286,2096.31,7653.69,8697.94,33
1044,1076,1029.19,265.1428571,3.789,3.689,1432.946429,2096.38,7640.25,8684.19,32
1045,1077,1027.56,265.1428571,3.788,3.69,1427.803571,2096.38,7604.62,8646.81,31
1046,1078,1027.62,265.1428571,3.788,3.691,1430.053571,2098.62,7683.44,8725.81,30
1047,1079,1025.94,264.2285714,3.789,3.69,1427.803571,2096.38,7666.25,8706.94,29
1048,1080,1023.62,263.6785714,3.789,3.69,1422.660714,2096.38,7613.31,8651.5,28
1049,1081,1023.25,263.8,3.789,3.691,1417.392857,2060.25,7602.19,8640.18,27
1050,1082,1026.19,260.3755,3.785,3.956,1092.375,1890.38,8373.44,52603.82,26
1051,1083,1030.19,267.6571429,3.787,3.948,1124.375,1916.38,8283.5,9339,25
1052,1084,1026.56,265.0285714,3.787,3.691,1432.883429,2096.31,7768.81,8810.18,24
1053,1085,1024.25,263.3142857,3.787,3.69,1425.875,2096.38,7726.06,8764.94,23
1054,1086,1023.31,264.1142857,3.787,3.692,1417.454857,2096.31,7665.69,8703.94,22
1055,1087,1023.31,263.3142857,3.787,3.692,1417.517857,2096.38,7649.38,8687.44,21
1056,1088,1022.12,262.4,3.787,3.691,1421.313,2096.31,7615.31,8652.31,20
1057,1089,1020.5,262.4,3.787,3.691,1417.454857,2060.31,7626.19,8661.37,19
1058,1090,1019.94,260.7857143,3.787,3.692,1412.375,2060.38,7612.62,8647.44,18
1059,1091,1019.19,261.4857143,3.785,3.691,1412.375,2060.38,7645.38,8679.13,17
1060,1092,1016.88,261.4857143,3.786,3.691,1407.232143,2060.38,7613.12,8644.69,16
1061,1093,1017.44,260.2,3.786,3.692,1402.089286,2060.38,7624.44,8656.5,15
1062,1094,1017.12,261.4857143,3.786,3.691,1403.375,2060.38,7636.94,8668.74,14
1063,1095,1015.88,260.9,3.787,3.692,1402.089286,2060.38,7694.69,8725.32,13
1064,1096,1013.06,259.4,3.787,3.692,1396.946429,2060.38,7700.19,8728.06,12
1065,1097,1010.19,258.0571429,3.786,3.694,1386.597714,2024.31,7584.5,8609.38,11
1066,1098,1006.69,257.1428571,3.785,3.692,1381.579857,2024.44,7646.12,8667.43,10
1067,1099,1005.62,257.8720833,3.785,3.695,1376.375,2024.38,7629.62,8650.07,9
1068,1100,1005.81,256.8403361,3.784,3.694,1371.938,2024.44,7589.38,8609.87,8
1069,1101,1003.62,256.4117647,3.784,3.693,1371.813,2024.31,7623.88,8642.19,7
1070,1102,1002,255.1260504,3.784,3.695,1366.089286,2024.38,7607.5,8624.31,6
1071,1103,1000.44,255.8319328,3.783,3.694,1362.813,2024.31,7622.94,8638,5
1072,1104,1000.62,254.1176471,3.783,3.695,1358.375,2024.38,7607.62,8623,4
1073,1105,998.06,254.1176471,3.783,3.695,1360.884429,2024.31,7586.5,8599.37,3
1074,1106,998.38,253.3235294,3.783,3.696,1355.803571,1988.38,7594.12,8607.13,2
1075,1107,1000.38,247.219,3.779,3.96,1022.438,1806.44,8340.12,52544.56,1
1076,1108,667352.36,144309.516,4.221,3.246,53940,596252.88,596252.88,667503.69,0
0,1,2590.02,1274.016,3.657,3.23,5355.008,6664,10864,14738.72,1113
1,2,7378.01,1326.5115,4.232,3.234,5411.008,6671.01,10576.99,19174.88,1112
2,3,7356.99,1246.016,4.235,3.239,5404,6656.99,10479.01,19059.26,1111
3,4,7343.01,1215.679,4.236,3.24,5404.004,6657,10409,18976.93,1110
4,6,64978.47,1221.488,4.284,3.246,5397.024,107732.31,107732.31,107810.2,1108
5,7,3330.02,1059.051344,3.698,3.481,5116.140308,6056.51,6056.51,9587.26,1107
6,8,6049.12,1050.830694,4.044,3.473,5116.139615,6046.65,6046.65,12276.48,1106
7,9,6043.9,1052.679429,4.046,3.477,5102.298615,6024.29,6024.29,12248.87,1105
8,10,6023.56,1063.93125,4.043,3.48,5091.419429,6015.97,6015.97,12220.22,1104
9,11,423483.05,3780,4.27,3.117,219417.422,2727.44,430754.52,463245.73,1103
10,12,2260.77,892.8,4.034,3.901,1961.408,2927.39,6245.25,8521.16,1102
11,13,2256.58,890.4,4.036,3.369,5230.335,6196.32,9534.46,11796,1101
12,14,2253.95,888,4.036,3.37,5223.392,6182.4,9501.31,11760.32,1100
13,15,2251.46,885.598,4.037,3.37,5216.353,6182.37,9504.19,11760.67,1099
14,16,2249.31,880.801,4.037,3.371,5209.278,6175.26,9488.38,11742.75,1098
15,17,2247.04,878.398,4.038,3.371,5202.371,6168.35,9480.93,11733.03,1097
16,18,2244.39,873.602,4.038,3.371,5195.227,6161.25,9483.52,11732.96,1096
17,19,2242.11,873.602,4.038,3.372,5188.258,6154.27,9465.92,11713.11,1095
18,20,2239.36,871.195,4.038,3.372,5181.406,6147.39,9454.08,11698.46,1094
19,21,2236.87,866.398,4.038,3.372,5174.336,6133.34,9450.24,11692.11,1093
20,22,2234.62,864,4.038,3.374,5167.454,6126.46,9436.92,11676.61,1092
21,23,2232.3,861.609,4.038,3.374,5160.219,6119.23,9401.43,11638.78,1091
22,24,2230.5,861.609,4.039,3.374,5153.375,6119.36,9408.61,11644.15,1090
23,25,2228.61,856.797,4.039,3.374,5146.36,6112.34,9394.66,11628.3,1089
24,26,2226.22,856.797,4.038,3.375,5139.297,6105.31,9387.45,11618.75,1088
25,27,2224.16,852,4.038,3.375,5132.265,6098.28,9380.97,11610.17,1087
26,28,2222.23,852,4.038,3.376,5132.328,6091.33,9374.09,11601.38,1086
27,29,2220.48,849.594,4.038,3.376,5125.343,6084.31,9362.02,11587.68,1085
28,30,2218.56,844.797,4.038,3.376,5118.375,6084.36,9368.25,11591.8,1084
29,31,2216.73,844.797,4.038,3.377,5111.359,6077.38,9335.45,11557.31,1083
30,32,2215.5,844.797,4.039,3.377,5111.39,6070.39,9350.42,11570.99,1082
31,33,2213.41,842.406,4.038,3.377,5104.328,6070.34,9357.19,11575.67,1081
32,34,2211.75,837.594,4.038,3.378,5097.344,6063.33,9358.91,11575.66,1080
33,35,2214.75,840,4.022,3.596,5075.281,6041,9382.72,54801.43,1079
34,36,2221.19,837.593,4.037,3.672,5090.344,6056.34,9386.94,11623.82,1078
35,37,2217.47,837.625,4.038,3.378,5118.281,6077.31,9390.66,11613.22,1077
36,38,2213.53,832.812,4.038,3.378,5104.375,6070.38,9390.56,11609.15,1076
37,39,2210.19,830.406,4.038,3.38,5097.344,6056.34,9343.78,11559.03,1075
38,40,2207.38,830.406,4.038,3.38,5083.312,6049.34,9343.56,11555.88,1074
39,41,2204.84,828,4.038,3.382,5076.219,6035.19,9320.16,11530.09,1073
40,42,2203.38,828,4.038,3.382,5069.281,6028.25,9317.72,11526.19,1072
41,43,2200.66,823.218,4.038,3.382,5062.344,6021.38,9311.25,11516.97,1071
42,44,2198.25,823.187,4.038,3.384,5055.344,6021.34,9285.12,11488.5,1070
43,45,2195.56,820.813,4.037,3.384,5048.344,6007.34,9273,11473.65,1069
44,46,2193.5,818.375,4.037,3.385,5041.375,6000.34,9294.34,11492.97,1068
45,47,2191.25,816,4.037,3.385,5034.375,5993.38,9276.84,11473.16,1067
46,48,2189.28,813.625,4.037,3.385,5027.312,5986.31,9274.72,11469,1066
47,49,2188.22,813.625,4.037,3.386,5020.375,5979.38,9268.28,11461.56,1065
48,50,2186.34,813.594,4.037,3.386,5013.375,5979.34,9264.22,11455.59,1064
49,51,2184.03,811.218,4.037,3.387,5006.406,5972.41,9234.72,11423.79,1063
50,52,2182.06,808.813,4.037,3.387,4999.344,5965.34,9236.12,11423.25,1062
